playlist_position,video_id,published_at,privacy_status,title_family,is_target_default,normalized_timestamp,old_title,old_description,previous_formatted_title,next_formatted_title,suggested_title,suggested_description,confidence,suggestion_basis,apply,review_notes
38,tgEg_ZlV8JY,2026-03-31T03:17:34Z,public,formatted,FALSE,,Garrosh of Wrath vs Pathmaker Hamm – Book of Heroes | Hearthstone | Adventure Mode,"Garrosh of Wrath vs Pathmaker Hamm – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Garrosh of Wrath vs Pathmaker Hamm boss fight
[2026 03 16T18 49 01]",Garrosh of Wrath vs Graves the Cleric – Book of Heroes | Hearthstone | Adventure Mode,,Garrosh of Wrath vs Graves the Cleric – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",low,previous formatted neighbor only,FALSE,
39,H6Q5cVHSMlc,2026-03-31T03:18:33Z,public,default_timestamp,TRUE,2026-03-16 18:53:10,Hearthstone  Heroes of Warcraft   2026 03 16T18 53 10,"Hearthstone  Heroes of Warcraft   2026 03 16T18 53 10 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T18 53 10 boss fight",Garrosh of Wrath vs Pathmaker Hamm – Book of Heroes | Hearthstone | Adventure Mode,,Garrosh of Wrath vs Pathmaker Hamm – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",low,previous formatted neighbor only,FALSE,
40,XI8dDb-3HWk,2026-03-31T03:20:15Z,public,default_timestamp,TRUE,2026-03-16 19:01:35,Hearthstone  Heroes of Warcraft   2026 03 16T19 01 35,"Hearthstone  Heroes of Warcraft   2026 03 16T19 01 35 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T19 01 35 boss fight",Garrosh of Wrath vs Pathmaker Hamm – Book of Heroes | Hearthstone | Adventure Mode,,Garrosh of Wrath vs Pathmaker Hamm – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",low,previous formatted neighbor only,FALSE,
41,pZ1kev3VSQg,2026-03-31T03:21:14Z,public,default_timestamp,TRUE,2026-03-16 19:15:52,Hearthstone  Heroes of Warcraft   2026 03 16T19 15 52,"Hearthstone  Heroes of Warcraft   2026 03 16T19 15 52 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T19 15 52 boss fight",Garrosh of Wrath vs Pathmaker Hamm – Book of Heroes | Hearthstone | Adventure Mode,,Garrosh of Wrath vs Pathmaker Hamm – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",low,previous formatted neighbor only,FALSE,
42,EuRuxHaeInM,2026-03-31T03:05:20Z,public,default_timestamp,TRUE,2026-03-16 19:24:22,Hearthstone  Heroes of Warcraft   2026 03 16T19 24 22,"Hearthstone  Heroes of Warcraft   2026 03 16T19 24 22 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T19 24 22 boss fight",Garrosh of Wrath vs Pathmaker Hamm – Book of Heroes | Hearthstone | Adventure Mode,,Garrosh of Wrath vs Pathmaker Hamm – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",low,previous formatted neighbor only,FALSE,
43,34GIEuLf53A,2026-03-31T03:03:07Z,public,default_timestamp,TRUE,2026-03-16 19:30:54,Hearthstone  Heroes of Warcraft   2026 03 16T19 30 54,"Hearthstone  Heroes of Warcraft   2026 03 16T19 30 54 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T19 30 54 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
44,Jz0aYw3oveE,2026-03-31T03:22:35Z,public,default_timestamp,TRUE,2026-03-16 00:37:59,Hearthstone  Heroes of Warcraft   2026 03 16T00 37 59,"Hearthstone  Heroes of Warcraft   2026 03 16T00 37 59 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T00 37 59 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
45,l2gKlOAbJzc,2026-03-31T03:23:16Z,public,default_timestamp,TRUE,2026-03-16 00:45:38,Hearthstone  Heroes of Warcraft   2026 03 16T00 45 38,"Hearthstone  Heroes of Warcraft   2026 03 16T00 45 38 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T00 45 38 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
46,0PlvGGBRsto,2026-03-31T03:24:04Z,public,default_timestamp,TRUE,2026-03-16 00:49:53,Hearthstone  Heroes of Warcraft   2026 03 16T00 49 53,"Hearthstone  Heroes of Warcraft   2026 03 16T00 49 53 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T00 49 53 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
47,BEnj_Y2XzzM,2026-03-31T03:24:57Z,public,default_timestamp,TRUE,2026-03-16 00:53:55,Hearthstone  Heroes of Warcraft   2026 03 16T00 53 55,"Hearthstone  Heroes of Warcraft   2026 03 16T00 53 55 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T00 53 55 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
48,pjZc4VY6XZs,2026-03-31T03:25:39Z,public,default_timestamp,TRUE,2026-03-16 01:00:11,Hearthstone  Heroes of Warcraft   2026 03 16T01 00 11,"Hearthstone  Heroes of Warcraft   2026 03 16T01 00 11 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T01 00 11 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
49,O-r-kj9-M68,2026-03-31T03:27:07Z,public,default_timestamp,TRUE,2026-03-16 01:09:06,Hearthstone  Heroes of Warcraft   2026 03 16T01 09 06,"Hearthstone  Heroes of Warcraft   2026 03 16T01 09 06 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T01 09 06 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
50,2rDG9U-_mR8,2026-03-31T03:28:17Z,public,default_timestamp,TRUE,2026-03-16 19:53:25,Hearthstone  Heroes of Warcraft   2026 03 16T19 53 25,"Hearthstone  Heroes of Warcraft   2026 03 16T19 53 25 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T19 53 25 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
51,aDYuFbn4814,2026-03-31T03:29:32Z,public,default_timestamp,TRUE,2026-03-16 20:00:25,Hearthstone  Heroes of Warcraft   2026 03 16T20 00 25,"Hearthstone  Heroes of Warcraft   2026 03 16T20 00 25 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T20 00 25 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
52,MAj8hMkMXMg,2026-03-31T03:30:10Z,public,default_timestamp,TRUE,2026-03-16 20:06:40,Hearthstone  Heroes of Warcraft   2026 03 16T20 06 40,"Hearthstone  Heroes of Warcraft   2026 03 16T20 06 40 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T20 06 40 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
53,u3juuaGT7PU,2026-03-31T03:32:27Z,public,default_timestamp,TRUE,2026-03-16 20:15:47,Hearthstone  Heroes of Warcraft   2026 03 16T20 15 47,"Hearthstone  Heroes of Warcraft   2026 03 16T20 15 47 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T20 15 47 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
54,e6Y5uGrf7RM,2026-03-31T03:33:26Z,public,default_timestamp,TRUE,2026-03-16 20:25:31,Hearthstone  Heroes of Warcraft   2026 03 16T20 25 31,"Hearthstone  Heroes of Warcraft   2026 03 16T20 25 31 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T20 25 31 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
55,hvfxZrLigAg,2026-03-31T03:34:31Z,public,default_timestamp,TRUE,2026-03-16 20:33:29,Hearthstone  Heroes of Warcraft   2026 03 16T20 33 29,"Hearthstone  Heroes of Warcraft   2026 03 16T20 33 29 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T20 33 29 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
56,TFS2nmuOL8Y,2026-03-30T22:55:32Z,public,default_timestamp,TRUE,2026-03-20 20:45:21,Hearthstone Heroes of Warcraft 2026 03 20T20 45 21,"Hearthstone Heroes of Warcraft 2026 03 20T20 45 21 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft 2026 03 20T20 45 21 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
57,e_03l87DWT4,2026-03-30T22:50:10Z,public,default_timestamp,TRUE,2026-03-20 20:49:59,Hearthstone  Heroes of Warcraft   2026 03 20T20 49 59,"Hearthstone  Heroes of Warcraft   2026 03 20T20 49 59 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 20T20 49 59 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
58,9ZrO9B9VD_I,2026-03-30T22:36:24Z,public,default_timestamp,TRUE,2026-03-20 20:54:58,Hearthstone Heroes of Warcraft 2026 03 20T20 54 58,"Hearthstone Heroes of Warcraft 2026 03 20T20 54 58 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft 2026 03 20T20 54 58 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
59,_AIMvr34gAc,2026-03-30T22:19:58Z,public,default_timestamp,TRUE,2026-03-20 21:03:08,Hearthstone Heroes of Warcraft 2026 03 20T21 03 08,"Hearthstone Heroes of Warcraft 2026 03 20T21 03 08 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft 2026 03 20T21 03 08 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
60,wmQ-4wHJr2w,2026-03-30T22:17:40Z,public,default_timestamp,TRUE,2026-03-19 23:47:39,Hearthstone Heroes of Warcraft 2026 03 19T23 47 39,"Hearthstone Heroes of Warcraft 2026 03 19T23 47 39 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft 2026 03 19T23 47 39 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
61,gAq5wGTPcjM,2026-03-30T22:14:56Z,public,default_timestamp,TRUE,2026-03-19 23:50:56,Hearthstone Heroes of Warcraft 2026 03 19T23 50 56,"Hearthstone Heroes of Warcraft 2026 03 19T23 50 56 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft 2026 03 19T23 50 56 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
62,YHyKwBJkRLU,2026-03-30T22:12:55Z,public,default_timestamp,TRUE,2026-03-19 23:53:51,Hearthstone Heroes of Warcraft 2026 03 19T23 53 51,"Hearthstone Heroes of Warcraft 2026 03 19T23 53 51 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft 2026 03 19T23 53 51 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
63,-Mvsoz_uCQY,2026-03-30T22:07:10Z,public,contains_timestamp,FALSE,,Hearthstone [Heroes of Warcraft] 2026 03 19T23 59 06,"Hearthstone [Heroes of Warcraft] 2026 03 19T23 59 06 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone [Heroes of Warcraft] 2026 03 19T23 59 06 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
64,cpvhsi30fhY,2026-03-30T21:59:51Z,public,contains_timestamp,FALSE,,Hearthstone [Heroes of Warcraft] 2026 03 20T00 03 40,"Hearthstone [Heroes of Warcraft] 2026 03 20T00 03 40 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone [Heroes of Warcraft] 2026 03 20T00 03 40 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
65,QA9TDNnf9Mc,2026-03-30T21:49:00Z,public,contains_timestamp,FALSE,,Hearthstone [Heroes of Warcraft]  2026 03 20T00 12 14,"Hearthstone [Heroes of Warcraft]  2026 03 20T00 12 14 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone [Heroes of Warcraft]  2026 03 20T00 12 14 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
66,L65j6u86t_g,2026-03-30T21:46:56Z,public,default_timestamp,TRUE,2026-03-20 00:17:39,Hearthstone Heroes of Warcraft  2026 03 20T00 17 39,"Hearthstone Heroes of Warcraft  2026 03 20T00 17 39 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft  2026 03 20T00 17 39 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
67,5ynk3Hto8xw,2026-03-30T21:45:27Z,public,default_timestamp,TRUE,2026-03-20 00:21:35,Hearthstone Heroes of Warcraft  2026 03 20T00 21 35,"Hearthstone Heroes of Warcraft  2026 03 20T00 21 35 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft  2026 03 20T00 21 35 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
68,nlf6FJQgED4,2026-03-30T21:42:25Z,public,default_timestamp,TRUE,2026-03-20 00:25:39,Hearthstone Heroes of Warcraft  2026 03 20T00 25 39,"Hearthstone Heroes of Warcraft  2026 03 20T00 25 39 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft  2026 03 20T00 25 39 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
69,HMUsLDng-7Q,2026-03-30T21:41:19Z,public,default_timestamp,TRUE,2026-03-20 00:29:49,Hearthstone Heroes of Warcraft  2026 03 20T00 29 49,"Hearthstone Heroes of Warcraft  2026 03 20T00 29 49 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft  2026 03 20T00 29 49 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
70,fSxyH_av4p0,2026-03-30T21:23:14Z,public,default_timestamp,TRUE,2026-03-20 00:33:13,Hearthstone Heroes of Warcraft 2026 03 20T00 33 13,"Hearthstone Heroes of Warcraft 2026 03 20T00 33 13 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft 2026 03 20T00 33 13 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
71,DvCGhBBt7Gw,2026-03-30T04:50:16Z,public,default_timestamp,TRUE,2026-03-23 20:03:48,Hearthstone  Heroes of Warcraft   2026 03 23T20 03 48,"Hearthstone  Heroes of Warcraft   2026 03 23T20 03 48 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T20 03 48 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
72,xesN6tOZ0tc,2026-03-30T04:49:14Z,public,default_timestamp,TRUE,2026-03-23 20:10:51,Hearthstone  Heroes of Warcraft   2026 03 23T20 10 51,"Hearthstone  Heroes of Warcraft   2026 03 23T20 10 51 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T20 10 51 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
73,dysfx9RgEFo,2026-03-30T04:48:02Z,public,default_timestamp,TRUE,2026-03-23 20:19:46,Hearthstone  Heroes of Warcraft   2026 03 23T20 19 46,"Hearthstone  Heroes of Warcraft   2026 03 23T20 19 46 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T20 19 46 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
74,W1LbHzhnGxM,2026-03-30T04:46:55Z,public,default_timestamp,TRUE,2026-03-23 20:33:02,Hearthstone  Heroes of Warcraft   2026 03 23T20 33 02,"Hearthstone  Heroes of Warcraft   2026 03 23T20 33 02 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T20 33 02 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
75,mVKRY0tqPRk,2026-03-30T04:45:53Z,public,default_timestamp,TRUE,2026-03-23 21:00:44,Hearthstone  Heroes of Warcraft   2026 03 23T21 00 44,"Hearthstone  Heroes of Warcraft   2026 03 23T21 00 44 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T21 00 44 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
76,P2FIx9jtqqw,2026-03-30T04:44:20Z,public,default_timestamp,TRUE,2026-03-23 17:47:02,Hearthstone  Heroes of Warcraft   2026 03 23T17 47 02,"Hearthstone  Heroes of Warcraft   2026 03 23T17 47 02 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T17 47 02 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
77,1KmEiHctNoE,2026-03-30T04:43:09Z,public,default_timestamp,TRUE,2026-03-23 17:50:29,Hearthstone  Heroes of Warcraft   2026 03 23T17 50 29,"Hearthstone  Heroes of Warcraft   2026 03 23T17 50 29 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T17 50 29 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
78,ijZEvd9w-Ms,2026-03-30T04:41:37Z,public,default_timestamp,TRUE,2026-03-23 17:54:29,Hearthstone  Heroes of Warcraft   2026 03 23T17 54 29,"Hearthstone  Heroes of Warcraft   2026 03 23T17 54 29 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T17 54 29 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
79,7J7G5yWzK7s,2026-03-30T04:40:40Z,public,default_timestamp,TRUE,2026-03-23 17:59:42,Hearthstone  Heroes of Warcraft   2026 03 23T17 59 42,"Hearthstone  Heroes of Warcraft   2026 03 23T17 59 42 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T17 59 42 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
80,uxYVyYiK6L0,2026-03-30T04:39:54Z,public,default_timestamp,TRUE,2026-03-23 18:04:46,Hearthstone  Heroes of Warcraft   2026 03 23T18 04 46,"Hearthstone  Heroes of Warcraft   2026 03 23T18 04 46 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T18 04 46 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
81,CSnDdQj8vEc,2026-03-30T04:38:08Z,public,default_timestamp,TRUE,2026-03-23 18:12:24,Hearthstone  Heroes of Warcraft   2026 03 23T18 12 24,"Hearthstone  Heroes of Warcraft   2026 03 23T18 12 24 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T18 12 24 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
82,8WzqAzkw6dI,2026-03-30T04:37:14Z,public,default_timestamp,TRUE,2026-03-23 18:20:28,Hearthstone  Heroes of Warcraft   2026 03 23T18 20 28,"Hearthstone  Heroes of Warcraft   2026 03 23T18 20 28 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T18 20 28 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
83,KkmtoKkEQzQ,2026-03-30T04:35:41Z,public,default_timestamp,TRUE,2026-03-23 18:25:45,Hearthstone  Heroes of Warcraft   2026 03 23T18 25 45,"Hearthstone  Heroes of Warcraft   2026 03 23T18 25 45 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T18 25 45 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
84,70Qv1sgKMG0,2026-03-30T04:34:18Z,public,default_timestamp,TRUE,2026-03-23 18:29:41,Hearthstone  Heroes of Warcraft   2026 03 23T18 29 41,"Hearthstone  Heroes of Warcraft   2026 03 23T18 29 41 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T18 29 41 boss fight",,,,,manual,no nearby formatted neighbors,FALSE,
